#id	name	entitySetIDs	features	cellularLocation
http://pathwaycommons.org/pc2/Protein_4b7c33083ee0cbc2a031bc772e1d9083	CCP110,ARRB2,(ARRB1)	http://pathwaycommons.org/pc2/Protein_1bfba7019ea45ca73aab92650b85700f;http://pathwaycommons.org/pc2/Protein_812fb0f12c35c4e531123f3a88ccc885;http://pathwaycommons.org/pc2/Protein_b600ec45b2d7e2739e4f247d8a5fbcf1	None	cytosol
http://pathwaycommons.org/pc2/Protein_4b81953f25375b1de35d756e0a72bcfb	Heparan-PGs	http://pathwaycommons.org/pc2/Protein_0622670d9feb4a7157378297c607ea01;http://pathwaycommons.org/pc2/Protein_10e3f8d300f7262e1b0c8ee200cd548b;http://pathwaycommons.org/pc2/Protein_1bcf4c6ff2dd663fed7ecbdfd61cc70a;http://pathwaycommons.org/pc2/Protein_232549d83509865aa114abf85fce7e3c;http://pathwaycommons.org/pc2/Protein_936db040aee06add10e64751c61951b1;http://pathwaycommons.org/pc2/Protein_9f4d7620d911e957193b13d966003fe5;http://pathwaycommons.org/pc2/Protein_a0511ff0e1b22e67fe6af6ac19116a02;http://pathwaycommons.org/pc2/Protein_a064d4535b5ea09e81ae904d63727d6d;http://pathwaycommons.org/pc2/Protein_ca0df6fd0463ed401d505948cf6e96c0;http://pathwaycommons.org/pc2/Protein_cd3115080739f5168d3f7e25bf358556;http://pathwaycommons.org/pc2/Protein_e78224e899b675f26b096041da18351d;http://pathwaycommons.org/pc2/Protein_f53bf6c03cf9f57c10f9a9f2ad8bf47a	None	Golgi-lumen
http://pathwaycommons.org/pc2/Protein_4bdc9f37ddc9d608b38a126978a61f6b	MetTrans(1)	http://pathwaycommons.org/pc2/Protein_207574bfe2740bf95e7a541eac57c5ca;http://pathwaycommons.org/pc2/Protein_40a7b25ce0d7648da36296e2079695d6;http://pathwaycommons.org/pc2/Protein_bf513c50d53884b5101ab88a49d2eb68	None	cytosol
http://pathwaycommons.org/pc2/Protein_4c10e35133446b017d29c4525a7e93b8	RSPO	http://pathwaycommons.org/pc2/Protein_0e5c8a271ca7e42a387b307b7d9892b5;http://pathwaycommons.org/pc2/Protein_3d636d8c14513bad6c7352cc54795642;http://pathwaycommons.org/pc2/Protein_54659c0e98cefb6928b952c8a254983c;http://pathwaycommons.org/pc2/Protein_bd2536ab2be46db36f284be22f2d3161	None	extracellular-region
http://pathwaycommons.org/pc2/Protein_4c2528ecacb48968bceff06779e331db	CSTF2,CSTF2T	http://pathwaycommons.org/pc2/Protein_cae8c8cdc81125d255cea64fcc1c0875;http://pathwaycommons.org/pc2/Protein_d43edc4690e4e50adb80b432d2ccacfb	None	nucleoplasm
http://pathwaycommons.org/pc2/Protein_4c25e7a4794c6cf9ff2fe8c3120b8398	HLA-II-alpha-chain	http://pathwaycommons.org/pc2/Protein_204de9ee1b5446423da13cea70df5217;http://pathwaycommons.org/pc2/Protein_7baa6faedbced2968bcced90b15ce658;http://pathwaycommons.org/pc2/Protein_823fb9eb23acf198a09e577dbc459b74;http://pathwaycommons.org/pc2/Protein_b3c77c7bfed3709f0d8dee4b7988354e	None	clathrin-coated-endocytic-vesicle-membrane
http://pathwaycommons.org/pc2/Protein_4c3da464505b1a840835544b6643ef6f	p-T,Y-MAPKs	http://pathwaycommons.org/pc2/Protein_a625e555d1e69dcfa5373eb03f237e28;http://pathwaycommons.org/pc2/Protein_b7afdfacb0747b5e2c38eed491bd3a11	None	cytosol
http://pathwaycommons.org/pc2/Protein_4c5cfc9f9a6be1812da413b9964c1c02	Thiamine-transporters-1-and-2;THTR1;-THTR2;SLC19A2/3	http://pathwaycommons.org/pc2/Protein_673ed5a60c0a00f3d842e1a618a072c3;http://pathwaycommons.org/pc2/Protein_f250f5dc8f8367f4c1bb422d68143cde	None	plasma-membrane
http://pathwaycommons.org/pc2/Protein_4c5d57ad258c38c2cc954f73e060b562	DOK1,DOK2,DOK4,DOK5,DOK6	http://pathwaycommons.org/pc2/Protein_1a834e0a135e4c3fe520b137a1619443;http://pathwaycommons.org/pc2/Protein_773ffa1910e2f53be092725f2a360d98;http://pathwaycommons.org/pc2/Protein_c2085e5ae902feb1946bccabc7f0fd39;http://pathwaycommons.org/pc2/Protein_cdd6f67422794659f1e17f7908760db7;http://pathwaycommons.org/pc2/Protein_fb9493b5bcceb1129565b9eaccc43ceb	None	cytosol
http://pathwaycommons.org/pc2/Protein_4c973731d7d9714654fad46118619ad1	AcK(6,13,16,21)-HIST1H2BM	http://pathwaycommons.org/pc2/Protein_2767bfca932d65e18037b7e53d37d3c3;http://pathwaycommons.org/pc2/Protein_9aa6020abcff24057f0cba6fa91dc236;http://pathwaycommons.org/pc2/Protein_be48ad632f4db2c10863dc4839154ee4;http://pathwaycommons.org/pc2/Protein_eafd969ec9474266e005baab99111a77	None	nucleoplasm
http://pathwaycommons.org/pc2/Protein_4cc26b1ddc6a5fb5fbaeb22a802be617	Me3K5-replicative-histone-H3;Me3K5-histone-H3;Me3K5-HIST1H3A,Me3K5-HIST2H3A;Me3K5-replication-dependent-histone-H3	http://pathwaycommons.org/pc2/Protein_8da8a4bf6559679a08b94042ed987263;http://pathwaycommons.org/pc2/Protein_f4cebb5239c16f187813f2b3fd3cd5d4	None	nucleoplasm
http://pathwaycommons.org/pc2/Protein_4cd05bfc67b24e0b05dc8af1e37e78b6	AP1M1,2	http://pathwaycommons.org/pc2/Protein_97ce4ee389ae9ffead1c00bbe132f269;http://pathwaycommons.org/pc2/Protein_a214b51a9cd065f4788823c375ce3c06	None	lysosomal-membrane
http://pathwaycommons.org/pc2/Protein_4cd81b88ccaaccbe69612201075458f9	Myosin	http://pathwaycommons.org/pc2/Protein_01eb9ac21b8e89a497cdfc2dd88b97fc;http://pathwaycommons.org/pc2/Protein_1431bfc24d0cbd29fddd1b2343fba437;http://pathwaycommons.org/pc2/Protein_1540c979be0f762182f192f73e240109;http://pathwaycommons.org/pc2/Protein_3d32936ba4a042c0e4c1c7f32a441288;http://pathwaycommons.org/pc2/Protein_b6040b970acee92edc47c2deeb18cf0b	None	cytosol
