Entry	Entry name	Cross-reference (STRING)
P20941	PHOS_HUMAN	9606.ENSP00000375855;
O14813	PHX2A_HUMAN	9606.ENSP00000298231;
C9JFL3	PHGR1_HUMAN	9606.ENSP00000410024;
Q969N2	PIGT_HUMAN	9606.ENSP00000279036;
Q13371	PHLP_HUMAN	9606.ENSP00000259467;
O60331	PI51C_HUMAN	9606.ENSP00000466363;
Q9Y237	PIN4_HUMAN	9606.ENSP00000362773;
P12273	PIP_HUMAN	9606.ENSP00000291009;
O00625	PIR_HUMAN	9606.ENSP00000369786;
Q00169	PIPNA_HUMAN	9606.ENSP00000316809;
Q9BZ71	PITM3_HUMAN	9606.ENSP00000262483;
Q9BYU1	PBX4_HUMAN	9606.ENSP00000251203;
Q9Y5G7	PCDG6_HUMAN	9606.ENSP00000429601;
Q9Y5E4	PCDB5_HUMAN	9606.ENSP00000231134;
Q7L5N7	PCAT2_HUMAN	9606.ENSP00000262134;
Q9Y5E1	PCDB9_HUMAN	9606.ENSP00000478606;
Q9Y5F2	PCDBB_HUMAN	9606.ENSP00000346802;
Q15365	PCBP1_HUMAN	9606.ENSP00000305556;
P12004	PCNA_HUMAN	9606.ENSP00000368458;
P34995	PE2R1_HUMAN	9606.ENSP00000292513;
Q5EBL8	PDZ11_HUMAN	9606.ENSP00000239666;
Q13113	PDZ1I_HUMAN	9606.ENSP00000294338;
O15018	PDZD2_HUMAN	9606.ENSP00000402033;
Q9H5N1	RABE2_HUMAN	9606.ENSP00000350934;
Q8IXQ8	PDZD9_HUMAN	9606.ENSP00000441685;
P41219	PERI_HUMAN	9606.ENSP00000257860;
Q96FX8	PERP_HUMAN	9606.ENSP00000397157;
Q7Z412	PEX26_HUMAN	9606.ENSP00000331106;
O00541	PESC_HUMAN	9606.ENSP00000346725;
O43933	PEX1_HUMAN	9606.ENSP00000248633;
O00628	PEX7_HUMAN	9606.ENSP00000315680;
Q96BD5	PF21A_HUMAN	9606.ENSP00000398824;
P10720	PF4V_HUMAN	9606.ENSP00000226524;
Q96S96	PEBP4_HUMAN	9606.ENSP00000256404;
P16284	PECA1_HUMAN	9606.ENSP00000457421;
Q8NDH3	PEPL1_HUMAN	9606.ENSP00000348395;
O15055	PER2_HUMAN	9606.ENSP00000254657;
P28328	PEX2_HUMAN	9606.ENSP00000349543;
P43088	PF2R_HUMAN	9606.ENSP00000359793;
Q99471	PFD5_HUMAN	9606.ENSP00000447942;
P23219	PGH1_HUMAN	9606.ENSP00000354612;
P15428	PGDH_HUMAN	9606.ENSP00000296522;
Q9BZM1	PG12A_HUMAN	9606.ENSP00000243501;
Q15198	PGFRL_HUMAN	9606.ENSP00000444211;
Q9NWQ8	PHAG1_HUMAN	9606.ENSP00000220597;
Q8N0V3	RBFA_HUMAN	9606.ENSP00000305696;
P05164	PERM_HUMAN	9606.ENSP00000225275;
P56645	PER3_HUMAN	9606.ENSP00000482093;
Q9Y5Y5	PEX16_HUMAN	9606.ENSP00000241041;
P18669	PGAM1_HUMAN	9606.ENSP00000359991;
Q96FM1	PGAP3_HUMAN	9606.ENSP00000300658;
P35354	PGH2_HUMAN	9606.ENSP00000356438;
Q9BX93	PG12B_HUMAN	9606.ENSP00000362123;
P16112	PGCA_HUMAN	9606.ENSP00000387356;
P09619	PGFRB_HUMAN	9606.ENSP00000261799;
P21810	PGS1_HUMAN	9606.ENSP00000327336;
P07585	PGS2_HUMAN	9606.ENSP00000052754;
P53611	PGTB2_HUMAN	9606.ENSP00000317473;
Q86UU1	PHLB1_HUMAN	9606.ENSP00000354498;
Q9UPP1	PHF8_HUMAN	9606.ENSP00000350676;
Q8WYR1	PI3R5_HUMAN	9606.ENSP00000392812;
Q5HYI8	RABL3_HUMAN	9606.ENSP00000273375;
P61758	PFD3_HUMAN	9606.ENSP00000286428;
Q32M88	PGGHG_HUMAN	9606.ENSP00000387185;
Q01813	PFKAP_HUMAN	9606.ENSP00000370517;
Q9UHJ9	PGAP2_HUMAN	9606.ENSP00000278243;
Q96DM1	PGBD4_HUMAN	9606.ENSP00000380872;
P98160	PGBM_HUMAN	9606.ENSP00000363827;
P07205	PGK2_HUMAN	9606.ENSP00000305995;
Q9BVI0	PHF20_HUMAN	9606.ENSP00000363124;
P00439	PH4H_HUMAN	9606.ENSP00000448059;
Q9BWX1	PHF7_HUMAN	9606.ENSP00000333024;
Q92561	PHYIP_HUMAN	9606.ENSP00000415491;
O95427	PIGN_HUMAN	9606.ENSP00000350263;
Q5H8A4	PIGG_HUMAN	9606.ENSP00000415203;
O75381	PEX14_HUMAN	9606.ENSP00000349016;
P50542	PEX5_HUMAN	9606.ENSP00000391601;
O60683	PEX10_HUMAN	9606.ENSP00000288774;
O60925	PFD1_HUMAN	9606.ENSP00000261813;
P17858	PFKAL_HUMAN	9606.ENSP00000269848;
P15259	PGAM2_HUMAN	9606.ENSP00000297283;
Q9H720	PG2IP_HUMAN	9606.ENSP00000226432;
Q8NBL1	PGLT1_HUMAN	9606.ENSP00000295588;
P36871	PGM1_HUMAN	9606.ENSP00000360124;
Q8N3S3	PHTF2_HUMAN	9606.ENSP00000403042;
Q9NZ53	PDXL2_HUMAN	9606.ENSP00000345359;
O00764	PDXK_HUMAN	9606.ENSP00000291565;
Q76G19	PDZD4_HUMAN	9606.ENSP00000164640;
O15534	PER1_HUMAN	9606.ENSP00000314420;
Q13608	PEX6_HUMAN	9606.ENSP00000303511;
Q9UHV9	PFD2_HUMAN	9606.ENSP00000356989;
Q9NQP4	PFD4_HUMAN	9606.ENSP00000360473;
P08237	PFKAM_HUMAN	9606.ENSP00000345771;
Q96GW7	PGCB_HUMAN	9606.ENSP00000331210;
Q9NRJ7	PCDBG_HUMAN	9606.ENSP00000477314;
Q9UN72	PCDA7_HUMAN	9606.ENSP00000436426;
Q9Y5H0	PCDG3_HUMAN	9606.ENSP00000253812;
Q9Y5G3	PCDGD_HUMAN	9606.ENSP00000429273;
P05166	PCCB_HUMAN	9606.ENSP00000419027;
Q9Y5G0	PCDGH_HUMAN	9606.ENSP00000478258;
Q9UN70	PCDGK_HUMAN	9606.ENSP00000312070;
Q96QU1	PCD15_HUMAN	9606.ENSP00000363068;
Q16822	PCKGM_HUMAN	9606.ENSP00000216780;
Q9HCL0	PCD18_HUMAN	9606.ENSP00000355082;
P43116	PE2R2_HUMAN	9606.ENSP00000245457;
Q9BY49	PECR_HUMAN	9606.ENSP00000265322;
Q9H1Q7	PED1A_HUMAN	9606.ENSP00000353868;
Q96HM7	PED1B_HUMAN	9606.ENSP00000446688;
P12955	PEPD_HUMAN	9606.ENSP00000244137;
O60437	PEPL_HUMAN	9606.ENSP00000340510;
Q86SQ0	PHLB2_HUMAN	9606.ENSP00000405405;
O43189	PHF1_HUMAN	9606.ENSP00000363640;
Q99623	PHB2_HUMAN	9606.ENSP00000441875;
Q9C0D0	PHAR1_HUMAN	9606.ENSP00000329880;
Q8IZ21	PHAR4_HUMAN	9606.ENSP00000362942;
P29762	RABP1_HUMAN	9606.ENSP00000299529;
P07202	PERT_HUMAN	9606.ENSP00000318820;
Q96JS3	PGBD1_HUMAN	9606.ENSP00000259883;
Q6P3X8	PGBD2_HUMAN	9606.ENSP00000331643;
Q9H7Z7	PGES2_HUMAN	9606.ENSP00000345341;
Q96HS1	PGAM5_HUMAN	9606.ENSP00000438465;
Q96FC7	PHIPL_HUMAN	9606.ENSP00000362987;
Q9Y3A3	PHOCN_HUMAN	9606.ENSP00000315702;
Q8TCT1	PHOP1_HUMAN	9606.ENSP00000406909;
Q5T6S3	PHF19_HUMAN	9606.ENSP00000483946;
Q9P1Y6	PHRF1_HUMAN	9606.ENSP00000264555;
P48426	PI42A_HUMAN	9606.ENSP00000365757;
P42356	PI4KA_HUMAN	9606.ENSP00000255882;
Q8N159	NAGS_HUMAN	9606.ENSP00000293404;
P60321	NANO2_HUMAN	9606.ENSP00000341021;
P62166	NCS1_HUMAN	9606.ENSP00000361475;
Q8WX92	NELFB_HUMAN	9606.ENSP00000339495;
Q9UMX5	NENF_HUMAN	9606.ENSP00000355955;
O00264	PGRC1_HUMAN	9606.ENSP00000217971;
O75594	PGRP1_HUMAN	9606.ENSP00000008938;
Q96PD5	PGRP2_HUMAN	9606.ENSP00000345968;
Q5QGS0	NEXMI_HUMAN	9606.ENSP00000055682;
Q99519	NEUR1_HUMAN	9606.ENSP00000364782;
Q92686	NEUG_HUMAN	9606.ENSP00000284292;
Q9Y3R4	NEUR2_HUMAN	9606.ENSP00000233840;
Q8WWR8	NEUR4_HUMAN	9606.ENSP00000320318;
Q14494	NF2L1_HUMAN	9606.ENSP00000354855;
Q96JN8	NEUL4_HUMAN	9606.ENSP00000382390;
O43181	NDUS4_HUMAN	9606.ENSP00000296684;
Q9NPG2	NGB_HUMAN	9606.ENSP00000298352;
Q92542	NICA_HUMAN	9606.ENSP00000294785;
Q9NX24	NHP2_HUMAN	9606.ENSP00000274606;
Q9BXD5	NPL_HUMAN	9606.ENSP00000258317;
O60500	NPHN_HUMAN	9606.ENSP00000368190;
Q8WTW4	NPRL2_HUMAN	9606.ENSP00000232501;
O95502	NPTXR_HUMAN	9606.ENSP00000327545;
O15305	PMM2_HUMAN	9606.ENSP00000268261;
P54277	PMS1_HUMAN	9606.ENSP00000406490;
Q99640	PMYT1_HUMAN	9606.ENSP00000262300;
P22736	NR4A1_HUMAN	9606.ENSP00000440864;
P43354	NR4A2_HUMAN	9606.ENSP00000344479;
Q6XQN6	PNCB_HUMAN	9606.ENSP00000401508;
Q9Y5X4	NR2E3_HUMAN	9606.ENSP00000482504;
Q9UHY1	NRBP_HUMAN	9606.ENSP00000233557;
Q86VF7	NRAP_HUMAN	9606.ENSP00000358365;
Q9ULN7	PNM8B_HUMAN	9606.ENSP00000473036;
Q9P2S2	NRX2A_HUMAN	9606.ENSP00000265459;
O95478	NSA2_HUMAN	9606.ENSP00000483484;
O96028	NSD2_HUMAN	9606.ENSP00000372351;
Q96IY1	NSL1_HUMAN	9606.ENSP00000355944;
Q9NXE4	NSMA3_HUMAN	9606.ENSP00000386531;
P04629	NTRK1_HUMAN	9606.ENSP00000431418;
Q16620	NTRK2_HUMAN	9606.ENSP00000277120;
Q5SRE5	NU188_HUMAN	9606.ENSP00000361658;
Q92621	NU205_HUMAN	9606.ENSP00000285968;
P35658	NU214_HUMAN	9606.ENSP00000352400;
Q9Y253	POLH_HUMAN	9606.ENSP00000361310;
Q9UBT6	POLK_HUMAN	9606.ENSP00000241436;
Q5K4E3	POLS2_HUMAN	9606.ENSP00000268281;
P03905	NU4M_HUMAN	9606.ENSP00000354961;
P03915	NU5M_HUMAN	9606.ENSP00000354813;
Q15166	PON3_HUMAN	9606.ENSP00000265627;
Q6PEZ8	PONL1_HUMAN	9606.ENSP00000345175;
Q969H6	POP5_HUMAN	9606.ENSP00000350098;
Q9H237	PORCN_HUMAN	9606.ENSP00000322304;
Q8N131	PORIM_HUMAN	9606.ENSP00000381204;
P03923	NU6M_HUMAN	9606.ENSP00000354665;
Q9H093	NUAK2_HUMAN	9606.ENSP00000356125;
Q9Y5A7	NUB1_HUMAN	9606.ENSP00000454264;
P53384	NUBP1_HUMAN	9606.ENSP00000283027;
Q9Y5Y2	NUBP2_HUMAN	9606.ENSP00000262302;
Q8TB37	NUBPL_HUMAN	9606.ENSP00000281081;
Q02818	NUCB1_HUMAN	9606.ENSP00000385923;
P80303	NUCB2_HUMAN	9606.ENSP00000436455;
Q14249	NUCG_HUMAN	9606.ENSP00000361725;
Q9H1E3	NUCKS_HUMAN	9606.ENSP00000356110;
P19338	NUCL_HUMAN	9606.ENSP00000318195;
H3BUK9	POTB2_HUMAN	9606.ENSP00000457689;
A0JP26	POTB3_HUMAN	9606.ENSP00000483103;
Q9BZL4	PP12C_HUMAN	9606.ENSP00000263433;
B7ZBB8	PP13G_HUMAN	9606.ENSP00000393832;
Q96G61	NUD11_HUMAN	9606.ENSP00000365160;
Q96A00	PP14A_HUMAN	9606.ENSP00000301242;
Q96C90	PP14B_HUMAN	9606.ENSP00000310117;
Q8TAE6	PP14C_HUMAN	9606.ENSP00000355260;
Q9NXH3	PP14D_HUMAN	9606.ENSP00000398342;
Q86X67	NUD13_HUMAN	9606.ENSP00000349874;
O95848	NUD14_HUMAN	9606.ENSP00000376349;
Q9NV35	NUD15_HUMAN	9606.ENSP00000258662;
Q96DE0	NUD16_HUMAN	9606.ENSP00000422375;
P62136	PP1A_HUMAN	9606.ENSP00000326031;
P62140	PP1B_HUMAN	9606.ENSP00000378769;
A8MXV4	NUD19_HUMAN	9606.ENSP00000380251;
Q9BRQ3	NUD22_HUMAN	9606.ENSP00000279206;
Q96RS6	NUDC1_HUMAN	9606.ENSP00000239690;
Q8WVJ2	NUDC2_HUMAN	9606.ENSP00000304854;
Q9Y266	NUDC_HUMAN	9606.ENSP00000319664;
P67775	PP2AA_HUMAN	9606.ENSP00000418447;
P48454	PP2BC_HUMAN	9606.ENSP00000380878;
A8MPX8	PP2D1_HUMAN	9606.ENSP00000373702;
Q8TF05	PP4R1_HUMAN	9606.ENSP00000383402;
Q9NY27	PP4R2_HUMAN	9606.ENSP00000349124;
Q9BZD4	NUF2_HUMAN	9606.ENSP00000271452;
P11117	PPAL_HUMAN	9606.ENSP00000256997;
Q07869	PPARA_HUMAN	9606.ENSP00000385523;
Q03181	PPARD_HUMAN	9606.ENSP00000310928;
Q13427	PPIG_HUMAN	9606.ENSP00000260970;
Q96IV0	NGLY1_HUMAN	9606.ENSP00000280700;
Q96E22	NGBR_HUMAN	9606.ENSP00000357480;
Q9BSH3	NICN1_HUMAN	9606.ENSP00000273598;
Q5T2W1	NHRF3_HUMAN	9606.ENSP00000394485;
Q9NZG7	NINJ2_HUMAN	9606.ENSP00000307552;
Q16656	NRF1_HUMAN	9606.ENSP00000376924;
Q02297	NRG1_HUMAN	9606.ENSP00000384620;
Q8IZ57	NRSN1_HUMAN	9606.ENSP00000367739;
Q9Y4C0	NRX3A_HUMAN	9606.ENSP00000451648;
Q99748	NRTN_HUMAN	9606.ENSP00000302648;
Q9UNZ2	NSF1C_HUMAN	9606.ENSP00000418529;
P42857	NSG1_HUMAN	9606.ENSP00000388823;
Q9Y328	NSG2_HUMAN	9606.ENSP00000307722;
Q9H0G5	NSRP1_HUMAN	9606.ENSP00000247026;
Q7Z3S9	NT2NA_HUMAN	9606.ENSP00000464060;
Q12908	NTCP2_HUMAN	9606.ENSP00000245312;
Q9H857	NT5D2_HUMAN	9606.ENSP00000406933;
Q86UY8	NT5D3_HUMAN	9606.ENSP00000376615;
Q9GZY6	NTAL_HUMAN	9606.ENSP00000420494;
Q96AB6	NTAN1_HUMAN	9606.ENSP00000287706;
P78549	NTH_HUMAN	9606.ENSP00000219066;
P09086	PO2F2_HUMAN	9606.ENSP00000431603;
P20264	PO3F3_HUMAN	9606.ENSP00000355001;
Q01851	PO4F1_HUMAN	9606.ENSP00000366413;
Q12837	PO4F2_HUMAN	9606.ENSP00000281321;
Q14863	PO6F1_HUMAN	9606.ENSP00000373895;
Q8NBT0	POC1A_HUMAN	9606.ENSP00000296484;
Q8TC44	POC1B_HUMAN	9606.ENSP00000323302;
Q7Z5L7	PODN_HUMAN	9606.ENSP00000308315;
O00592	PODXL_HUMAN	9606.ENSP00000367817;
Q9P215	POGK_HUMAN	9606.ENSP00000356849;
Q7Z3K3	POGZ_HUMAN	9606.ENSP00000271715;
Q8WUM0	NU133_HUMAN	9606.ENSP00000261396;
P03886	NU1M_HUMAN	9606.ENSP00000354687;
P03901	NU4LM_HUMAN	9606.ENSP00000354728;
Q9UNA4	POLI_HUMAN	9606.ENSP00000462664;
Q9Y6A1	POMT1_HUMAN	9606.ENSP00000361302;
Q99575	POP1_HUMAN	9606.ENSP00000385787;
O75817	POP7_HUMAN	9606.ENSP00000304353;
Q8NE79	POPD1_HUMAN	9606.ENSP00000313172;
Q9HBU9	POPD2_HUMAN	9606.ENSP00000264231;
Q9HBV1	POPD3_HUMAN	9606.ENSP00000254765;
Q9H8P0	PORED_HUMAN	9606.ENSP00000264228;
Q15063	POSTN_HUMAN	9606.ENSP00000369071;
Q4ZJI4	SL9B1_HUMAN	9606.ENSP00000296422;
Q9NQL2	RRAGD_HUMAN	9606.ENSP00000358423;
P25398	RS12_HUMAN	9606.ENSP00000230050;
Q15797	SMAD1_HUMAN	9606.ENSP00000426568;
Q15796	SMAD2_HUMAN	9606.ENSP00000262160;
P51532	SMCA4_HUMAN	9606.ENSP00000395654;
Q147U7	SMCO1_HUMAN	9606.ENSP00000380671;
A6NFE2	SMCO2_HUMAN	9606.ENSP00000387617;
A2RU48	SMCO3_HUMAN	9606.ENSP00000381895;
Q9NRQ5	SMCO4_HUMAN	9606.ENSP00000298966;
P62314	SMD1_HUMAN	9606.ENSP00000300413;
Q9NPB0	SMDC1_HUMAN	9606.ENSP00000229903;
Q96Q15	SMG1_HUMAN	9606.ENSP00000402515;
Q3B7S5	SMI21_HUMAN	9606.ENSP00000462106;
P62841	RS15_HUMAN	9606.ENSP00000467466;
Q16637	SMN_HUMAN	9606.ENSP00000370119;
Q9NWM0	SMOX_HUMAN	9606.ENSP00000478305;
Q9UHP9	SMPX_HUMAN	9606.ENSP00000368808;
Q96GM5	SMRD1_HUMAN	9606.ENSP00000378414;
Q7L0R7	RNF44_HUMAN	9606.ENSP00000274811;
P78317	RNF4_HUMAN	9606.ENSP00000426503;
Q9Y252	RNF6_HUMAN	9606.ENSP00000371000;
P62273	RS29_HUMAN	9606.ENSP00000379339;
P15880	RS2_HUMAN	9606.ENSP00000341885;
Q9H9J2	RM44_HUMAN	9606.ENSP00000258383;
Q9UPW6	SATB2_HUMAN	9606.ENSP00000401112;
P61587	RND3_HUMAN	9606.ENSP00000364886;
Q96LT9	RNPC3_HUMAN	9606.ENSP00000432886;
O75711	SCRG1_HUMAN	9606.ENSP00000296506;
Q8TAA1	RNS11_HUMAN	9606.ENSP00000476537;
Q12765	SCRN1_HUMAN	9606.ENSP00000388942;
Q9BWW7	SCRT1_HUMAN	9606.ENSP00000455711;
Q9H777	RNZ1_HUMAN	9606.ENSP00000269466;
Q9GZM3	RPB1B_HUMAN	9606.ENSP00000330898;
P19387	RPB3_HUMAN	9606.ENSP00000219252;
P36954	RPB9_HUMAN	9606.ENSP00000221859;
Q9NW08	RPC2_HUMAN	9606.ENSP00000228347;
Q96AT9	RPE_HUMAN	9606.ENSP00000352401;
Q13905	RPGF1_HUMAN	9606.ENSP00000361263;
Q9Y4G8	RPGF2_HUMAN	9606.ENSP00000264431;
Q92565	RPGF5_HUMAN	9606.ENSP00000343656;
Q9UHV5	RPGFL_HUMAN	9606.ENSP00000264644;
Q96KN7	RPGR1_HUMAN	9606.ENSP00000382895;
P49247	RPIA_HUMAN	9606.ENSP00000283646;
P04844	RPN2_HUMAN	9606.ENSP00000237530;
Q9NX18	SDHF2_HUMAN	9606.ENSP00000301761;
Q9H7L9	SDS3_HUMAN	9606.ENSP00000443988;
Q96GA7	SDSL_HUMAN	9606.ENSP00000385790;
Q9UBV2	SE1L1_HUMAN	9606.ENSP00000337053;
O43541	SMAD6_HUMAN	9606.ENSP00000288840;
Q9UPU9	SMAG1_HUMAN	9606.ENSP00000375919;
Q8IYB5	SMAP1_HUMAN	9606.ENSP00000359484;
Q8WU79	SMAP2_HUMAN	9606.ENSP00000361803;
O00193	SMAP_HUMAN	9606.ENSP00000228136;
P38935	SMBP2_HUMAN	9606.ENSP00000255078;
Q8NDV3	SMC1B_HUMAN	9606.ENSP00000350036;
Q96SB8	SMC6_HUMAN	9606.ENSP00000404092;
P51531	SMCA2_HUMAN	9606.ENSP00000265773;
O60264	SMCA5_HUMAN	9606.ENSP00000283131;
Q8TEV9	SMCR8_HUMAN	9606.ENSP00000385025;
P62316	SMD2_HUMAN	9606.ENSP00000342374;
P62263	RS14_HUMAN	9606.ENSP00000385958;
Q99954	SMR3A_HUMAN	9606.ENSP00000226460;
P54920	SNAA_HUMAN	9606.ENSP00000263354;
O00161	SNP23_HUMAN	9606.ENSP00000249647;
P60880	SNP25_HUMAN	9606.ENSP00000254976;
O95721	SNP29_HUMAN	9606.ENSP00000215730;
Q92966	SNPC3_HUMAN	9606.ENSP00000370200;
Q8WVK2	SNR27_HUMAN	9606.ENSP00000244227;
Q9NRH2	SNRK_HUMAN	9606.ENSP00000296088;
Q13884	SNTB1_HUMAN	9606.ENSP00000378965;
Q13425	SNTB2_HUMAN	9606.ENSP00000338191;
Q9NSN8	SNTG1_HUMAN	9606.ENSP00000429842;
Q9UMY4	SNX12_HUMAN	9606.ENSP00000481314;
Q9NRS6	SNX15_HUMAN	9606.ENSP00000366452;
P62979	RS27A_HUMAN	9606.ENSP00000272317;
P12757	SKIL_HUMAN	9606.ENSP00000415243;
Q92581	SL9A6_HUMAN	9606.ENSP00000359729;
Q96T83	SL9A7_HUMAN	9606.ENSP00000480916;
Q9HB90	RRAGC_HUMAN	9606.ENSP00000362092;
P10301	RRAS_HUMAN	9606.ENSP00000246792;
Q9UIB8	SLAF5_HUMAN	9606.ENSP00000312367;
P55000	SLUR1_HUMAN	9606.ENSP00000246515;
A8MWV9	SM34A_HUMAN	9606.ENSP00000397039;
Q13485	SMAD4_HUMAN	9606.ENSP00000341551;
O15105	SMAD7_HUMAN	9606.ENSP00000262158;
Q14683	SMC1A_HUMAN	9606.ENSP00000323421;
O95347	SMC2_HUMAN	9606.ENSP00000286398;
Q9UQE7	SMC3_HUMAN	9606.ENSP00000354720;
Q9NTJ3	SMC4_HUMAN	9606.ENSP00000349961;
Q969G3	SMCE1_HUMAN	9606.ENSP00000323967;
P52815	RM12_HUMAN	9606.ENSP00000333837;
Q9HD33	RM47_HUMAN	9606.ENSP00000417602;
Q96GC5	RM48_HUMAN	9606.ENSP00000308717;
Q8IXM3	RM41_HUMAN	9606.ENSP00000360498;
Q96A35	RM24_HUMAN	9606.ENSP00000354525;
Q15287	RNPS1_HUMAN	9606.ENSP00000457723;
P47736	RPGP1_HUMAN	9606.ENSP00000434033;
Q9H7B2	RPF2_HUMAN	9606.ENSP00000402338;
Q9Y6S9	RPKL1_HUMAN	9606.ENSP00000346644;
P04843	RPN1_HUMAN	9606.ENSP00000296255;
A6NFY7	SDHF1_HUMAN	9606.ENSP00000368165;
Q9NRP4	SDHF3_HUMAN	9606.ENSP00000414066;
Q5VUM1	SDHF4_HUMAN	9606.ENSP00000359505;
Q7Z5N4	SDK1_HUMAN	9606.ENSP00000385899;
Q58EX2	SDK2_HUMAN	9606.ENSP00000376421;
Q96L21	RL10L_HUMAN	9606.ENSP00000298283;
P27635	RL10_HUMAN	9606.ENSP00000413436;
Q9HB40	RISC_HUMAN	9606.ENSP00000262288;
P18621	RL17_HUMAN	9606.ENSP00000397798;
O76021	RL1D1_HUMAN	9606.ENSP00000460871;
Q9Y3U8	RL36_HUMAN	9606.ENSP00000464342;
Q92901	RL3L_HUMAN	9606.ENSP00000268661;
P61513	RL37A_HUMAN	9606.ENSP00000418082;
Q9BXT8	RNF17_HUMAN	9606.ENSP00000255324;
Q96BH1	RNF25_HUMAN	9606.ENSP00000295704;
Q7Z5B4	RIC3_HUMAN	9606.ENSP00000308820;
O95153	RIMB1_HUMAN	9606.ENSP00000345824;
Q969K3	RNF34_HUMAN	9606.ENSP00000376258;
O94941	RNF37_HUMAN	9606.ENSP00000217173;
Q99578	RIT2_HUMAN	9606.ENSP00000321805;
Q92963	RIT1_HUMAN	9606.ENSP00000357305;
Q02543	RL18A_HUMAN	9606.ENSP00000222247;
P84098	RL19_HUMAN	9606.ENSP00000225430;
P46779	RL28_HUMAN	9606.ENSP00000452909;
Q02878	RL6_HUMAN	9606.ENSP00000403172;
P05386	RLA1_HUMAN	9606.ENSP00000346037;
Q9BYD2	RM09_HUMAN	9606.ENSP00000357823;
Q9BZE1	RM37_HUMAN	9606.ENSP00000354086;
Q96DV4	RM38_HUMAN	9606.ENSP00000308275;
Q9NWU5	RM22_HUMAN	9606.ENSP00000431040;
Q9NQ50	RM40_HUMAN	9606.ENSP00000333401;
Q16540	RM23_HUMAN	9606.ENSP00000380466;
Q8N983	RM43_HUMAN	9606.ENSP00000339844;
Q96EX2	RNFT2_HUMAN	9606.ENSP00000257575;
O60930	RNH1_HUMAN	9606.ENSP00000313350;
Q8WTV0	SCRB1_HUMAN	9606.ENSP00000261693;
P19474	RO52_HUMAN	9606.ENSP00000254436;
Q13151	ROA0_HUMAN	9606.ENSP00000316042;
P51991	ROA3_HUMAN	9606.ENSP00000376309;
Q8WZ75	ROBO4_HUMAN	9606.ENSP00000304945;
Q9GZN7	ROGDI_HUMAN	9606.ENSP00000322832;
Q7RTU7	SCX_HUMAN	9606.ENSP00000476384;
Q6P3W7	SCYL2_HUMAN	9606.ENSP00000354061;
Q86SQ7	SDCG8_HUMAN	9606.ENSP00000355499;
O15446	RPA34_HUMAN	9606.ENSP00000465099;
Q9P1U0	RPA12_HUMAN	9606.ENSP00000331111;
P62875	RPAB5_HUMAN	9606.ENSP00000324124;
P61218	RPAB2_HUMAN	9606.ENSP00000403852;
Q8IXW5	RPAP2_HUMAN	9606.ENSP00000476948;
Q9BT43	RPC7L_HUMAN	9606.ENSP00000358320;
Q8TEU7	RPGF6_HUMAN	9606.ENSP00000296859;
Q16518	RPE65_HUMAN	9606.ENSP00000262340;
Q684P5	RPGP2_HUMAN	9606.ENSP00000254695;
Q9H9Y2	RPF1_HUMAN	9606.ENSP00000359688;
Q7L523	RRAGA_HUMAN	9606.ENSP00000369899;
Q5VZM2	RRAGB_HUMAN	9606.ENSP00000262850;
Q96A28	SLAF9_HUMAN	9606.ENSP00000357072;
Q8ND83	SLAI1_HUMAN	9606.ENSP00000400921;
Q13239	SLAP1_HUMAN	9606.ENSP00000394049;
Q96E11	RRFM_HUMAN	9606.ENSP00000343867;
Q68D06	SLN13_HUMAN	9606.ENSP00000285013;
Q8ND04	SMG8_HUMAN	9606.ENSP00000438748;
Q9H0W8	SMG9_HUMAN	9606.ENSP00000270066;
A6NHR9	SMHD1_HUMAN	9606.ENSP00000326603;
Q71RC9	SMIM5_HUMAN	9606.ENSP00000477017;
Q9H4F8	SMOC1_HUMAN	9606.ENSP00000355110;
Q9H3U7	SMOC2_HUMAN	9606.ENSP00000346537;
Q99835	SMO_HUMAN	9606.ENSP00000249373;
P02814	SMR3B_HUMAN	9606.ENSP00000302400;
P62249	RS16_HUMAN	9606.ENSP00000251453;
Q9NRG4	SMYD2_HUMAN	9606.ENSP00000355924;
Q9H115	SNAB_HUMAN	9606.ENSP00000482826;
O75971	SNPC5_HUMAN	9606.ENSP00000319597;
Q96DI7	SNR40_HUMAN	9606.ENSP00000263694;
P09012	SNRPA_HUMAN	9606.ENSP00000243563;
Q13424	SNTA1_HUMAN	9606.ENSP00000217381;
A6NMZ2	SNTAN_HUMAN	9606.ENSP00000341442;
Q9NY99	SNTG2_HUMAN	9606.ENSP00000311837;
P39019	RS19_HUMAN	9606.ENSP00000470972;
Q9Y675	SNURF_HUMAN	9606.ENSP00000463201;
O43290	SNUT1_HUMAN	9606.ENSP00000310448;
Q53GS9	SNUT2_HUMAN	9606.ENSP00000312981;
Q13573	SNW1_HUMAN	9606.ENSP00000261531;
Q9Y5X0	SNX10_HUMAN	9606.ENSP00000395474;
Q9Y5W9	SNX11_HUMAN	9606.ENSP00000377059;
Q9Y5W8	SNX13_HUMAN	9606.ENSP00000398789;
Q8WUM9	S20A1_HUMAN	9606.ENSP00000272542;
Q9NTJ5	SAC1_HUMAN	9606.ENSP00000373713;
Q5BKX6	S45A4_HUMAN	9606.ENSP00000428137;
Q6YBV0	S36A4_HUMAN	9606.ENSP00000317382;
O43865	SAHH2_HUMAN	9606.ENSP00000358814;
