#Name	d=1	d=2	d=3	...
Astrocytic	3	63	531	2715	4637	6270	7090	7792	8361	8748	9094	9338	9554	9675	9768	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158	10158
PLC-beta:G-alpha(q/11):PIP2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
RAC1	26	74	1539	4085	5778	6779	7581	8208	8640	9000	9270	9497	9619	9716	9801	9878	9943	9997	10060	10113	10142	10156	10161	10164	10164	10164	10164	10164	10164	10164
BCLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL24:IL20RA:p-Y1022,Y1023-JAK1:IL20RB	10	61	1450	3815	5576	6716	7543	8191	8628	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
CMP-Neu5Ac	8	31	107	1690	4010	5678	6765	7586	8203	8636	9004	9270	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
lignoceryl-CoA	6	18	77	107	198	1104	3536	5449	6677	7319	8068	8547	8935	9186	9442	9633	9742	9825	9912	9972	10039	10096	10127	10149	10154	10157	10157	10157	10157	10157
PANK1/3/4	6	57	1444	3811	5572	6716	7545	8192	8629	8997	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
SKIV2L2	6	11	16	59	387	2604	4646	5979	7100	7850	8371	8761	9100	9341	9560	9677	9771	9850	9936	9986	10055	10106	10140	10156	10161	10164	10164	10164	10164	10164
Gln-tRNA(Gln)	13	56	380	2596	4613	5965	7074	7808	8342	8744	9092	9333	9552	9669	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157	10157
MATE1/2	3	240	1345	3622	5391	6656	7371	8094	8548	8878	9194	9427	9630	9743	9826	9913	9973	10040	10097	10128	10150	10155	10158	10158	10158	10158	10158	10158	10158	10158
SRSF4	70	91	115	228	376	1988	4659	6607	7995	8942	9500	9845	9986	10045	10087	10113	10121	10130	10135	10139	10145	10147	10151	10154	10156	10157	10157	10157	10157	10157
GHRHR	82	244	1880	4449	6025	6896	7643	8211	8654	9007	9272	9490	9612	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
VAMP1(61-118)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKAP4_HUMAN	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Alpha	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATXN3:VCP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eEF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREX1:viral	17	42	130	1807	4372	5926	6778	7591	8208	8638	9003	9270	9493	9613	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
LTBP4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
p-Y,S,T-WRC:IRSp53/58:RAC1:GTP:PIP3	7	61	1446	3779	5572	6716	7544	8164	8630	8996	9263	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
ACR(43-343)	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
STING:TBK1:IRF3	6	59	1452	3820	5578	6723	7538	8190	8630	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
Emi1	9	11	13	15	17	19	21	22	24	38	54	78	113	283	480	788	1447	3966	6161	7548	8605	9307	9673	9880	10010	10080	10112	10136	10141	10145
FGFR2b-binding	66	168	1662	4246	5914	6838	7635	8224	8643	9005	9272	9496	9616	9712	9797	9874	9939	9993	10056	10109	10138	10152	10157	10160	10160	10160	10160	10160	10160	10160
Somatostatin	154	387	2221	4611	6029	6983	7721	8288	8680	9021	9281	9502	9616	9711	9795	9872	9937	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
PAF1C	38	400	2074	4847	6990	8331	9281	9691	9932	10025	10080	10106	10121	10128	10133	10137	10141	10149	10151	10154	10157	10157	10157	10157	10157	10157	10157	10157	10157	10157
ERBB2	24	99	1587	4224	5930	6780	7585	8223	8657	9021	9289	9513	9633	9729	9814	9891	9956	10010	10073	10126	10155	10169	10174	10177	10177	10177	10177	10177	10177	10177
PIAS3	10	22	90	111	123	139	200	289	416	681	1215	3673	6165	7696	8741	9451	9795	9988	10064	10109	10123	10131	10137	10142	10147	10149	10153	10156	10158	10159
SQR(red.)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROPN1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PAMPs	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PML_HUMAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p-T,Y-ERK1:p-2S-MEK1	7	26	150	1721	4054	5712	6792	7626	8239	8670	9028	9296	9509	9617	9709	9797	9873	9937	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
RAB1:GTP:GBF1:USO1:ARF:GTP:coatomer	7	13	25	95	1592	4235	5936	6801	7574	8203	8639	9001	9269	9493	9613	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157
Co2+	3	29	219	472	2599	4525	5876	7049	7784	8318	8737	9078	9333	9547	9668	9762	9841	9928	9978	10047	10097	10133	10148	10154	10158	10158	10158	10158	10158	10158
PF4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
SH2B	12	62	1449	3815	5576	6722	7547	8195	8634	9000	9271	9495	9612	9709	9798	9875	9940	9994	10057	10110	10139	10153	10158	10161	10161	10161	10161	10161	10161	10161
GCCA,	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BCL10	17	69	1459	3828	5581	6728	7553	8193	8634	9002	9273	9497	9614	9711	9800	9877	9942	9996	10059	10112	10141	10155	10160	10163	10163	10163	10163	10163	10163	10163
LC3:PE	4	6	7	8	10	11	12	13	14	15	16	17	19	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
GRB2:SOS1:p-KIT	9	38	1504	4068	5765	6764	7573	8184	8635	8993	9263	9490	9612	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
CHD1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
p-S177-OPTN	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
RNF144A:PRKDC:Ub:UBE2L3	7	17	36	128	1006	3226	5342	6599	7291	8086	8556	8951	9224	9434	9642	9755	9842	9922	9981	10045	10101	10133	10152	10158	10162	10162	10162	10162	10162	10162
HGF:p-4Y	3	8	37	1504	4068	5816	6764	7573	8187	8635	9000	9269	9490	9613	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
CDC42:GTP,RAC1:GTP:PAK3	12	96	1489	3832	5576	6724	7544	8191	8630	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
PGYM	6	11	58	416	2672	4978	6205	7112	7826	8360	8751	9090	9335	9553	9674	9767	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157
Ragulator:Rag:GNP	34	157	1793	4059	5679	6760	7582	8205	8641	9007	9276	9498	9615	9712	9801	9878	9943	9997	10060	10113	10142	10156	10161	10164	10164	10164	10164	10164	10164	10164
SH3	299	509	2213	4595	6166	6982	7697	8239	8649	9012	9279	9502	9622	9718	9803	9880	9945	9999	10062	10115	10144	10158	10163	10166	10166	10166	10166	10166	10166	10166
HIP	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
tRNA(Val)	8	47	167	1747	4061	5707	6794	7617	8223	8648	9010	9274	9493	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158
multiphospho-CERT:PPM1L:VAPA/B	3	46	371	2590	4615	5976	7076	7810	8360	8746	9092	9336	9551	9669	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157	10157
Slo3	2	18	306	2107	4293	5868	6892	7656	8237	8666	9011	9275	9495	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158
FOXA1	22	37	65	159	258	1702	4140	5962	7193	8119	8778	9199	9522	9735	9876	9976	10049	10088	10120	10130	10145	10148	10152	10155	10157	10158	10158	10158	10158	10158
Keratan	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
JAK3:PYK2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
pre-MT-TH	4	5	15	114	1566	3790	5513	6676	7553	8184	8616	8990	9263	9490	9609	9707	9796	9873	9938	9992	10055	10108	10137	10151	10156	10159	10159	10159	10159	10159
BCKDK	4	29	253	1657	3853	5514	6689	7552	8184	8615	8989	9262	9489	9608	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158
BTRC:CUL1:RBX1:SKP1	27	163	369	2275	4476	5941	7079	7832	8401	8790	9109	9350	9566	9690	9782	9858	9934	9983	10050	10099	10134	10147	10153	10157	10157	10157	10157	10157	10157	10157
SLC32A1	3	240	1345	3622	5390	6658	7371	8095	8548	8926	9194	9447	9630	9743	9826	9913	9973	10040	10097	10128	10150	10155	10158	10158	10158	10158	10158	10158	10158	10158
CARD11	6	56	1445	3813	5573	6720	7547	8192	8629	8997	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
Dopa	138	1039	2796	4970	6467	7085	7758	8403	8770	9102	9279	9496	9613	9767	9842	9928	9936	10047	10053	10106	10149	10149	10154	10157	10157	10157	10157	10157	10157	10157
LBP:oxPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NMN	4	73	446	2544	4584	5969	7057	7782	8352	8745	9088	9336	9552	9670	9764	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158	10158
p-Ac-Cohesin:PDS5:WAPAL	3	36	1894	4126	5726	6968	7721	8297	8719	9073	9327	9546	9667	9761	9840	9927	9977	10046	10096	10132	10147	10153	10157	10157	10157	10157	10157	10157	10157	10157
NRG1/2:p-ERBB3:p-ERBB2:PI3K	12	92	1502	3835	5602	6780	7596	8196	8633	8998	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
FOLR2	3	7	50	367	1434	3667	5412	6667	7379	8099	8562	8881	9183	9463	9633	9746	9829	9916	9976	10043	10100	10131	10153	10158	10161	10161	10161	10161	10161	10161
CHDH	3	8	50	249	456	2609	4572	5936	7097	7803	8332	8737	9082	9333	9550	9669	9762	9841	9928	9978	10047	10097	10133	10148	10154	10158	10158	10158	10158	10158
PGH3	3	680	2040	4307	6079	6977	7567	8342	8832	9152	9414	9596	9724	9818	9909	9969	10037	10091	10126	10147	10153	10157	10157	10157	10157	10157	10157	10157	10157	10157
STARD10	12	66	1482	3849	5611	6767	7568	8207	8651	8999	9270	9494	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
LTA4H:Zn2+	14	29	910	2308	4480	6132	6998	7591	8347	8840	9154	9413	9578	9725	9819	9910	9970	10038	10092	10127	10148	10154	10158	10158	10158	10158	10158	10158	10158	10158
PTG:phosphoglycogen-GYG2:GYS2-a	2	4	47	371	2586	4627	5964	7088	7816	8360	8744	9092	9336	9552	9669	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157
4E-BP1-P	3	9	10	18	98	1669	4000	5656	6744	7573	8193	8632	9000	9269	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157
Tyr-tRNA(Tyr)	8	22	123	1573	3798	5515	6677	7553	8178	8614	8988	9261	9488	9607	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
Preproghrelin	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
Brevican(396-911)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GORASP2:BLZF1:RAB2A:GTP	6	56	1444	3811	5572	6717	7544	8192	8631	8997	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
FABP1	8	83	168	1037	3480	5541	6854	7523	8336	8686	8994	9272	9462	9651	9753	9834	9919	9980	10047	10101	10131	10151	10155	10158	10158	10158	10158	10158	10158	10158
GLS	4	37	279	790	2835	5033	6321	7103	7846	8349	8755	9093	9337	9553	9674	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157
DEXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pRNA	7	12	21	30	40	55	62	68	71	78	80	82	83	85	99	115	136	171	339	535	841	1552	4096	6170	7592	8649	9315	9680	9882	10018
HPSE2	5	11	62	1450	3817	5574	6718	7545	8188	8631	8997	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158
SYCE1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
DDHD1,2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OCT4:STAT3:SALL4	2	5	7	9	24	62	235	1919	4276	6079	7248	8311	8872	9220	9462	9636	9764	9863	9942	10023	10080	10113	10138	10144	10151	10154	10156	10157	10157	10157
p(S27)-G	6	23	112	1697	4014	5667	6770	7584	8214	8640	9006	9272	9492	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
FCAMR:2xIgA:JCHAIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP14:TIMP2:proMMP2	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
p-S23,S393-LMNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPG2(3687-4391):KDR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAAH	3	27	762	3107	5185	6541	7273	8012	8509	8933	9208	9458	9628	9741	9824	9912	9972	10039	10094	10127	10148	10154	10158	10158	10158	10158	10158	10158	10158	10158
2xMHC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
p-Y693-STAT4:p-Y701-STAT1	5	8	13	19	29	43	104	1495	3867	5628	6771	7588	8232	8669	9034	9306	9529	9646	9743	9832	9909	9974	10028	10091	10144	10173	10187	10192	10195	10195
RORA:Coactivator:ARNTL	2	3	5	21	45	74	129	960	3547	5838	6892	7555	8484	8782	9062	9253	9486	9648	9751	9828	9913	9973	10042	10097	10129	10150	10154	10157	10157	10157
18(R)-RvE1,E2,E3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cdc2:Cyclin	19	159	364	2265	4466	5942	7086	7826	8405	8790	9107	9350	9566	9690	9782	9858	9934	9983	10050	10099	10134	10147	10153	10157	10157	10157	10157	10157	10157	10157
STARD10:LPCAT1:PC	6	11	64	871	3261	5382	6630	7321	8072	8523	8918	9178	9446	9628	9743	9825	9912	9972	10039	10096	10127	10149	10154	10157	10157	10157	10157	10157	10157	10157
GlcA-Gal-Gal-Xyl-proteins	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL10-downregulated	10	13	14	15	16	17	22	73	1461	3827	5589	6730	7556	8198	8634	8998	9269	9493	9610	9707	9796	9873	9938	9992	10055	10108	10137	10151	10156	10159
ROBO2:AKAP5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
SORD	10	255	1362	3640	5398	6656	7373	8095	8558	8926	9194	9428	9630	9744	9826	9913	9973	10040	10097	10128	10150	10155	10158	10158	10158	10158	10158	10158	10158	10158
dIMP	8	49	368	2601	4643	5957	7069	7827	8360	8745	9086	9333	9552	9669	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157	10157
DHB-CoA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADE	5	63	76	135	1537	3931	5629	6753	7554	8202	8644	9005	9270	9493	9610	9707	9796	9873	9938	9992	10055	10108	10137	10151	10156	10159	10159	10159	10159	10159
phytosphingosine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT/TRiC:ADP:non-native	6	57	1450	3817	5573	6717	7537	8194	8629	8996	9268	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
80S:Met-tRNAi:mRNA:SECISBP2:Sec	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Replication	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
HCAR2	154	857	2650	5250	6347	7184	7891	8397	8691	9104	9287	9557	9676	9768	9843	9873	9978	10047	10099	10106	10135	10154	10154	10157	10157	10157	10157	10157	10157	10157
p-Y104-RAD52	21	52	100	221	392	770	1243	3441	5853	7464	8608	9338	9721	9939	10056	10100	10129	10134	10139	10144	10146	10148	10153	10154	10156	10157	10157	10157	10157	10157
I-,	65	407	1578	3740	5571	6718	7388	8107	8558	8899	9197	9445	9633	9741	9824	9911	9971	10038	10093	10126	10147	10153	10157	10157	10157	10157	10157	10157	10157	10157
monoglucosylated	4	5	6	11	25	107	1677	4004	5671	6755	7575	8198	8632	9000	9269	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157
D2,4(S)2-PG	7	12	15	19	21	25	32	39	319	2464	4542	5918	7040	7774	8338	8747	9088	9334	9551	9669	9763	9842	9928	9978	10047	10099	10133	10149	10154	10157
ZYMONE	4	48	360	1430	3662	5405	6664	7373	8094	8547	8925	9179	9445	9629	9742	9825	9912	9972	10039	10096	10127	10149	10154	10157	10157	10157	10157	10157	10157	10157
FANCM:FAAP24	10	20	48	210	401	627	1036	2799	5305	7061	8286	9097	9562	9820	9957	10050	10108	10128	10138	10144	10147	10153	10156	10159	10159	10159	10159	10159	10159	10159
CDK8	44	150	406	2346	5079	6848	7853	8677	9212	9517	9657	9764	9870	9956	10028	10084	10120	10142	10154	10159	10160	10162	10162	10162	10162	10162	10162	10162	10162	10162
NCAM1-Contactin-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
STARD10:PC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AHRR:ARNT	8	23	751	2153	4398	6133	7023	7600	8357	8833	9155	9380	9578	9725	9819	9910	9970	10038	10092	10127	10148	10154	10158	10158	10158	10158	10158	10158	10158	10158
TFR2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Ub:PEX5S	22	166	405	2331	4623	6171	7356	8223	8824	9183	9437	9612	9764	9879	9957	10031	10087	10119	10142	10147	10153	10154	10156	10157	10157	10157	10157	10157	10157	10157
p-STAT3	20	30	34	83	1459	3816	5573	6718	7543	8191	8628	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157
DNAJC11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GAK,DNAJC6	55	181	1762	4053	5718	6806	7587	8206	8637	9001	9269	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
IFN-gamma	38	134	1796	4382	5972	6799	7598	8208	8641	9004	9270	9493	9613	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
NKX2-5:GATA4:HIPK1,2	2	7	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
CLIC2	3	79	543	2761	4789	6201	7153	7863	8380	8760	9097	9340	9553	9670	9764	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158	10158
EPHBs:p-3Y-EFNBs:SRC,FYN:GRB4:p-GIT1:ARHGEF7:RAC1:GTP:p-PAK1,3	7	56	1442	3810	5568	6714	7536	8193	8630	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
SGMS1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Netrin-1:DCC:pUNC5C	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
LEP:p-LEPR:p-JAK2:STAT3	6	61	1453	3819	5632	6827	7699	8352	8739	9102	9358	9518	9627	9729	9843	9915	9973	10046	10100	10130	10146	10152	10156	10157	10157	10157	10157	10157	10157	10157
RBL1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
ALPI:2Ca2+:Mg2+	4	7	92	563	2933	4770	6335	7120	7840	8377	8755	9095	9340	9553	9675	9768	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158
p-Y179,Y191-SDC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRKG	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(24R,	4	14	40	68	194	1104	3536	5424	6672	7334	8070	8524	8916	9188	9442	9628	9742	9825	9912	9972	10039	10096	10127	10149	10154	10157	10157	10157	10157	10157
PPP3	3	44	368	2587	4607	5980	7089	7826	8359	8745	9087	9337	9553	9670	9764	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158	10158
AOPEP:Zn2+	10	51	244	2212	3331	5278	6939	7214	7902	8742	8761	9331	9340	9701	9675	9768	9843	9929	9979	10048	10138	10134	10150	10155	10158	10158	10158	10158	10158	10158
4OH-9cRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKR	5	12	73	1657	3980	5649	6743	7553	8193	8632	9000	9269	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157
hp-IRAK1:3xTRAF6	3	5	20	66	195	1759	4075	5704	6797	7616	8224	8648	9009	9273	9492	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157
CLEC1B	7	57	1447	3819	5598	6782	7593	8202	8632	8999	9269	9493	9610	9707	9796	9873	9938	9992	10055	10108	10137	10151	10156	10159	10159	10159	10159	10159	10159	10159
IFNL2,IFNL3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
SH3PXD2A:PI(3,4)P2:ADAM12,ADAM15,ADAM19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Golgi-to-ER	7	11	27	105	1770	4344	5901	6817	7619	8219	8624	9005	9267	9496	9616	9713	9797	9873	9938	9994	10057	10109	10138	10150	10154	10157	10157	10157	10157	10157
BDNF,NTF4:p-5Y-NTRK2:FRS3	6	55	1443	3810	5571	6717	7544	8189	8630	8996	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
PERP	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
RhoGTPase:GTP	4	48	385	2685	4961	6258	7105	7842	8340	8749	9088	9337	9553	9674	9767	9842	9928	9978	10047	10099	10133	10149	10154	10157	10157	10157	10157	10157	10157	10157
XAV939	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
DENND4s	8	32	1494	4064	5812	6756	7560	8188	8636	8994	9270	9491	9614	9710	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
SPRY2:B-RAF	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
NTE	3	7	25	137	2358	4573	6012	7092	7805	8350	8745	9088	9336	9552	9670	9764	9843	9929	9979	10048	10100	10134	10150	10155	10158	10158	10158	10158	10158	10158
CARN	3	14	53	933	3269	5244	6554	7267	8010	8527	8886	9174	9440	9632	9740	9823	9911	9971	10038	10093	10126	10147	10153	10157	10157	10157	10157	10157	10157	10157
SUMO2-VDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A2	7	85	1652	3985	5651	6745	7575	8198	8633	9000	9270	9492	9609	9706	9795	9872	9937	9991	10054	10107	10136	10150	10155	10158	10158	10158	10158	10158	10158	10158
FILA_HUMAN	2	3	4	5	6	7	8	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
(GlcNAc)3	3	6	11	32	103	252	1995	4512	6020	6835	7628	8229	8647	9009	9272	9493	9613	9709	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157
PTPN6:p-Y762,807,822-CD22:Antigen:p-BCR	7	59	1450	3811	5571	6717	7543	8191	8630	8995	9267	9491	9608	9705	9794	9871	9936	9990	10053	10106	10135	10149	10154	10157	10157	10157	10157	10157	10157	10157
